id,title,ios_url,ios_app_store_id,ios_app_name,android_url,android_package,android_app_name,windows_phone_url,windows_phone_app_id,windows_phone_app_name,description,google_product_category,product_type,link,image_link,condition,availability,price,sale_price,sale_price_effective_date,gtin,brand,mpn,item_group_id,gender,age_group,color,size,shipping,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,fb_product_category
2340821006,【林瑄聯名】休閒運動撞色連帽上衣,,,,,,,,,,材質:棉71.4% 聚酯纖維28.6%內裡:無 產地:中國商品描述:連帽設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,林瑄聯名,https://www.airspaceonline.com/PDContent.asp?pp1=23&pp2=2&pp3=13&yano=2340821006&yacolor=015,https://photo.airspaceonline.com/photo/2340821006/2340821006-015-01.jpg,new,available for order,890 TWD,890 TWD,,,Airspace,,,,,粉紅,,,企劃系列,A PLUS,聯名/選品,,,上衣
2340723005,慵懶感抽繩棉質短褲,,,,,,,,,,材質:71.5%棉 28.5%聚酯纖維內裡:無 產地:中國商品描述:附口袋/抽繩設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,套裝,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=03&pp3=04&yano=2340723005&yacolor=017,https://photo.airspaceonline.com/photo/2340723005/2340723005-017-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,咖啡,,,CHIC A SPACE,CA,洋裝/連身褲,,,褲子
2340726008,經典簡約翻領長版大衣(附墊肩),,,,,,,,,,材質:聚酯纖維85% 嫘縈15%內裡:有 產地:中國商品描述:附墊肩(不可拆)/附口袋/排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,打造直角肩,https://www.airspaceonline.com/PDContent.asp?pp1=09&pp2=01&pp3=24&yano=2340726008&yacolor=006,https://photo.airspaceonline.com/photo/2340726008/2340726008-006-01.jpg,new,available for order,2280 TWD,2280 TWD,,,Airspace,,,,,杏,,,新品上市,CA,熱銷推薦,,,外套
2340726003,奢華仿貂毛排釦外套,,,,,,,,,,材質:尼龍100%內裡:無 產地:中國商品描述:排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=07&yano=2340726003&yacolor=060,https://photo.airspaceonline.com/photo/2340726003/2340726003-060-01.jpg,new,available for order,1280 TWD,1280 TWD,,,Airspace,,,,,灰杏,,,服飾,CA,上身,,,外套
2340199005,神級長腿雲朵內增高切爾西高跟短靴,,,,,,,,,,●鞋面材質：PU●鞋墊材質：獨家開模足弓成型鞋墊●內里材質：PU+萊卡網布●筒高高度：筒高(不含拉耳)7吋=18.7CM#36碼筒圍約28CM (靴筒一圈位置)每增減一碼即增減約0.5公分●商品尺寸：35~43《此款鞋版略偏大，可加厚襪，腳版瘦或介於半碼建議可小一碼》,,高跟  8cm以上,https://www.airspaceonline.com/PDContent.asp?pp1=05&pp2=13&pp3=05&yano=2340199005&yacolor=001,https://photo.airspaceonline.com/photo/2340199005/2340199005-001-01.jpg,new,available for order,1680 TWD,1480 TWD,,,Airspace,,,,,黑,,,鞋款/配件,AS,跟高分類,,,鞋子
2330729013,鏤空後開衩針織長洋裝,,,,,,,,,,材質:亞克力纖維28% 嫘縈19% 尼龍23% 聚酯纖維30%內裡:無 產地:中國商品描述:鏤空及後開衩設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,長洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=03&pp3=02&yano=2330729013&yacolor=006,https://photo.airspaceonline.com/photo/2330729013/2330729013-006-01.jpg,new,available for order,1180 TWD,1180 TWD,,,Airspace,,,,,杏,,,CHIC A SPACE,CA,洋裝/連身褲,,,針織
2340129035,撞色直紋絨毛針織上衣,,,,,,,,,,材質:尼龍100% 內裡:無 產地:中國商品描述:排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=07&yano=2340129035&yacolor=135,https://photo.airspaceonline.com/photo/2340129035/2340129035-135-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,粉紫,,,服飾,AS,上身,,,針織
2331827002,蓬鬆俏皮針織短裙套裝,,,,,,,,,,材質:聚酯纖維100%內裡:無 產地:中國商品描述:上身:排釦設計/附口袋 下身:腰附鬆緊商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,Q軟毛織,https://www.airspaceonline.com/PDContent.asp?pp1=09&pp2=01&pp3=20&yano=2331827002&yacolor=003,https://photo.airspaceonline.com/photo/2331827002/2331827002-003-01.jpg,new,available for order,1480 TWD,1480 TWD,,,Airspace,,,,,藍,,,新品上市,OL,熱銷推薦,,特價品,套裝
2340126021,仿兔毛知性西裝外套,,,,,,,,,,材質:聚酯纖維75% 尼龍25%內裡:有 產地:中國商品描述:附口袋商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,外套/罩衫,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=04&yano=2340126021&yacolor=002,https://photo.airspaceonline.com/photo/2340126021/2340126021-002-01.jpg,new,available for order,1180 TWD,1180 TWD,,,Airspace,,,,,白,,,服飾,AS,上身,,,外套
2340122010,率性皮質拉鍊開衩短裙,,,,,,,,,,材質:PU55% 聚酯纖維45%內裡:有 產地:中國商品描述:後附拉鍊/開衩設計/皮製品請勿下水洗滌，建議可用軟布輕輕擦拭，也可沾取少量清水擦拭後陰乾商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,裙類,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=02&pp3=01&yano=2340122010&yacolor=001,https://photo.airspaceonline.com/photo/2340122010/2340122010-001-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,黑,,,服飾,AS,下著,,,裙子
2340129031,交叉側鏤空針織上衣,,,,,,,,,,材質:嫘縈45% 尼龍27% 聚酯纖維28%內裡:無 產地:中國商品描述:鏤空設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=07&yano=2340129031&yacolor=001,https://photo.airspaceonline.com/photo/2340129031/2340129031-001-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,黑,,,服飾,AS,上身,,,針織
2340724001,暗門襟襯衫長洋裝(附腰帶),,,,,,,,,,材質:聚酯纖維100%內裡:無 產地:中國商品描述:排釦設計/附腰帶商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,長洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=03&pp3=02&yano=2340724001&yacolor=006,https://photo.airspaceonline.com/photo/2340724001/2340724001-006-01.jpg,new,available for order,1280 TWD,1280 TWD,,,Airspace,,,,,杏,,,CHIC A SPACE,CA,洋裝/連身褲,,,洋裝
2321829030,夏日清新格紋背心,,,,,,,,,,材質:嫘縈100%內裡:無 產地:中國商品描述:短版設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,背心,https://www.airspaceonline.com/PDContent.asp?pp1=11&pp2=01&pp3=01&yano=2321829030&yacolor=011,https://photo.airspaceonline.com/photo/2321829030/2321829030-011-01.jpg,new,available for order,590 TWD,590 TWD,,,Airspace,,,,,綠,,,AIR SPACE LADY,OL,上身,,特價品,針織
2340129016,2WAY拉鍊針織上衣,,,,,,,,,,材質:嫘縈51.5% 聚酯纖維26.5%內裡:無 產地:中國商品描述:假兩件設計/釦子及拉鍊設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=07&yano=2340129016&yacolor=135,https://photo.airspaceonline.com/photo/2340129016/2340129016-135-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,粉紫,,,服飾,AS,上身,,,針織
2340199007,神級長腿雲朵內增高綁帶中跟短靴(加大筒圍),,,,,,,,,,●鞋面材質：PU●鞋墊材質：獨家開模足弓成型鞋墊●內里材質：PU+萊卡網布●筒高高度：筒高(不含拉耳)7吋=17.8CM#38碼筒圍約28CM (靴筒一圈位置)每增減一碼即增減約0.5公分●商品尺寸：38~43《此款鞋版正常，請拿平時所穿尺碼選購》,,中高跟  6-8cm,https://www.airspaceonline.com/PDContent.asp?pp1=05&pp2=13&pp3=04&yano=2340199007&yacolor=001,https://photo.airspaceonline.com/photo/2340199007/2340199007-001-01.jpg,new,available for order,1580 TWD,1580 TWD,,,Airspace,,,,,黑,,,鞋款/配件,AS,跟高分類,,,鞋子
2340729012,粗線條編織毛衣,,,,,,,,,,材質:100%亞克力纖維內裡:無 產地:中國商品描述:短版設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=01&pp3=05&yano=2340729012&yacolor=002,https://photo.airspaceonline.com/photo/2340729012/2340729012-002-01.jpg,new,available for order,890 TWD,890 TWD,,,Airspace,,,,,白,,,CHIC A SPACE,CA,上身,,,針織
2340122008,絨毛大格紋開衩短裙,,,,,,,,,,材質:聚酯纖維100%內裡:有 產地:中國商品描述:側附拉鍊/腰附鬆緊/內裡為短褲商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,Q軟毛織,https://www.airspaceonline.com/PDContent.asp?pp1=09&pp2=01&pp3=20&yano=2340122008&yacolor=023,https://photo.airspaceonline.com/photo/2340122008/2340122008-023-01.jpg,new,available for order,690 TWD,690 TWD,,,Airspace,,,,,紫,,,新品上市,AS,熱銷推薦,,,裙子
2340729009,率性V領針織連帽上衣,,,,,,,,,,材質:42.9%亞克力纖維 30.9%聚酯纖維 26.2%尼龍內裡:無 產地:中國商品描述:V領及連帽設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=01&pp3=05&yano=2340729009&yacolor=014,https://photo.airspaceonline.com/photo/2340729009/2340729009-014-01.jpg,new,available for order,890 TWD,890 TWD,,,Airspace,,,,,灰,,,CHIC A SPACE,CA,上身,,,針織
2340123009,長腿擔當收腹女團皮質開衩褲裙,,,,,,,,,,材質:聚酯纖維50% 皮革50%內裡:無 產地:中國商品描述:後附拉鍊/開衩設計/皮製品請勿下水洗滌，建議可用軟布輕輕擦拭，也可沾取少量清水擦拭後陰乾商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,褲裙,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=02&pp3=07&yano=2340123009&yacolor=001,https://photo.airspaceonline.com/photo/2340123009/2340123009-001-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,黑,,,服飾,AS,下著,,,褲子
2340729001,設計感直紋針織上衣,,,,,,,,,,材質:聚酯纖維39% 尼龍30% 壓克力纖維25% 美麗諾羊毛6%內裡:無 產地:中國商品描述:合身設計/羊毛為天然纖維，穿著時有些微毛刺感屬正常現象，請避免水洗並建議至專業清洗店乾洗商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=07&yano=2340729001&yacolor=011,https://photo.airspaceonline.com/photo/2340729001/2340729001-011-01.jpg,new,available for order,690 TWD,690 TWD,,,Airspace,,,,,綠,,,服飾,CA,上身,,,針織
2340124022,氣質桃心領麂皮短洋裝,,,,,,,,,,材質:聚酯纖維90% 彈性纖維10%內裡:無 產地:中國商品描述:後附拉鍊/腰附鬆緊/袖口可調節商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=03&pp3=05&yano=2340124022&yacolor=006,https://photo.airspaceonline.com/photo/2340124022/2340124022-006-01.jpg,new,available for order,890 TWD,890 TWD,,,Airspace,,,,,杏,,,服飾,AS,洋裝/連身褲,,,洋裝
2340124025,V領羅紋磨毛短洋裝(附腰鍊),,,,,,,,,,材質:聚酯纖維92% 彈性纖維8%內裡:無 產地:中國商品描述:附口袋/V領排釦造型設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=03&pp3=05&yano=2340124025&yacolor=006,https://photo.airspaceonline.com/photo/2340124025/2340124025-006-01.jpg,new,available for order,890 TWD,890 TWD,,,Airspace,,,,,杏,,,服飾,AS,洋裝/連身褲,,,洋裝
2340729033,燕麥麻花流蘇針織長裙,,,,,,,,,,材質:亞克力纖維100%內裡:無 產地:中國商品描述:腰附鬆緊/下擺流蘇設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,套裝,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=03&pp3=04&yano=2340729033&yacolor=014,https://photo.airspaceonline.com/photo/2340729033/2340729033-014-01.jpg,new,available for order,990 TWD,990 TWD,,,Airspace,,,,,灰,,,CHIC A SPACE,CA,洋裝/連身褲,,,針織
2330822001,心機長腿公式短裙,,,,,,,,,,材質:98%聚酯纖維 2%彈性纖維內裡:無 產地:中國商品描述:附口袋商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,裙類,https://www.airspaceonline.com/PDContent.asp?pp1=08&pp2=02&pp3=01&yano=2330822001&yacolor=210,https://photo.airspaceonline.com/photo/2330822001/2330822001-210-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,深灰,,,AIR SPACE PLUS,A PLUS,下著,,,裙子
2340726011,韓系小香柔軟磨毛外套,,,,,,,,,,材質:聚酯纖維80% 嫘縈20% 內裡:無 產地:中國商品描述:附口袋/排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,小香花呢,https://www.airspaceonline.com/PDContent.asp?pp1=09&pp2=01&pp3=35&yano=2340726011&yacolor=014,https://photo.airspaceonline.com/photo/2340726011/2340726011-014-01.jpg,new,available for order,1480 TWD,1480 TWD,,,Airspace,,,,,灰,,,新品上市,CA,熱銷推薦,,,外套
2340729034,法式慵懶澎袖針織上衣,,,,,,,,,,材質:亞克力纖維42% 尼龍28% 聚酯纖維30%內裡:無 產地:中國商品描述:方領設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=01&pp3=05&yano=2340729034&yacolor=006,https://photo.airspaceonline.com/photo/2340729034/2340729034-006-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,杏,,,CHIC A SPACE,CA,上身,,,針織
2340129028,2WAY繞頸鏤空馬海毛短洋裝,,,,,,,,,,材質:聚酯纖維100%內裡:無 產地:中國商品描述:頸部防滑膠條設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=03&pp3=05&yano=2340129028&yacolor=228,https://photo.airspaceonline.com/photo/2340129028/2340129028-228-01.jpg,new,available for order,890 TWD,890 TWD,,,Airspace,,,,,奶白,,,服飾,AS,洋裝/連身褲,,,針織
2340729053,鬆軟漸層洞洞針織衫,,,,,,,,,,材質:尼龍100%內裡:無 產地:中國商品描述:排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,上衣,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=01&pp3=03&yano=2340729053&yacolor=139,https://photo.airspaceonline.com/photo/2340729053/2340729053-139-01.jpg,new,available for order,1080 TWD,1080 TWD,,,Airspace,,,,,深杏,,,CHIC A SPACE,CA,上身,,,針織
2340729031,仿貂毛寬鬆連帽上衣,,,,,,,,,,材質:尼龍67% 亞克力纖維33%內裡:無 產地:中國商品描述:V領及連帽設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,上衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=02&yano=2340729031&yacolor=020,https://photo.airspaceonline.com/photo/2340729031/2340729031-020-01.jpg,new,available for order,1180 TWD,1180 TWD,,,Airspace,,,,,灰藍,,,服飾,CA,上身,,,針織
2340729062,質感厚磅V領寬鬆針織上衣,,,,,,,,,,材質:亞克力纖維42%尼龍28%聚酯纖維30%內裡:無 產地:中國商品描述:V領設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=01&pp3=05&yano=2340729062&yacolor=026,https://photo.airspaceonline.com/photo/2340729062/2340729062-026-01.jpg,new,available for order,990 TWD,990 TWD,,,Airspace,,,,,駝,,,CHIC A SPACE,CA,上身,,,針織
2340729030,綁帶針織短洋套裝,,,,,,,,,,材質:聚酯纖維44% 亞克力纖維30% 尼龍20% 羊毛6%內裡:無 產地:中國商品描述:外:綁帶設計 內:V領及包臀設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=03&pp3=05&yano=2340729030&yacolor=015,https://photo.airspaceonline.com/photo/2340729030/2340729030-015-01.jpg,new,available for order,1680 TWD,1680 TWD,,,Airspace,,,,,粉紅,,,服飾,CA,洋裝/連身褲,,,針織
2320123002,小香金鍊雙口袋短褲,,,,,,,,,,材質:100%聚酯纖維內裡:無 產地:中國商品描述:雙口袋設計/腰部附鬆緊/側邊附拉鍊商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,短褲,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=02&pp3=02&yano=2320123002&yacolor=015,https://photo.airspaceonline.com/photo/2320123002/2320123002-015-01.jpg,new,available for order,790 TWD,514 TWD,,,Airspace,,,,,粉紅,,,服飾,AS,下著,,特價品,褲子
2340821032,單肩鏤空羅紋上衣(附胸墊),,,,,,,,,,材質:嫘縈94% 彈性纖維6%內裡:無 產地:中國商品描述:附胸墊(可拆)/鏤空設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,上衣,https://www.airspaceonline.com/PDContent.asp?pp1=08&pp2=01&pp3=02&yano=2340821032&yacolor=002,https://photo.airspaceonline.com/photo/2340821032/2340821032-002-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,白,,,AIR SPACE PLUS,A PLUS,上身,,,上衣
2340729013,純欲鏤空針織毛衣,,,,,,,,,,材質:亞克力纖維42% 尼龍28% 聚酯纖維30%內裡:無 產地:中國商品描述:鏤空設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=01&pp3=05&yano=2340729013&yacolor=014,https://photo.airspaceonline.com/photo/2340729013/2340729013-014-01.jpg,new,available for order,990 TWD,990 TWD,,,Airspace,,,,,灰,,,CHIC A SPACE,CA,上身,,,針織
2330721016,個性翻領柔滑上衣,,,,,,,,,,材質:聚酯纖維100%內裡:無 產地:中國商品描述:袖口可調節商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,上衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=02&yano=2330721016&yacolor=146,https://photo.airspaceonline.com/photo/2330721016/2330721016-146-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,藍綠,,,服飾,CA,上身,,,上衣
2340729055,亮眼學院風針織開襟衫,,,,,,,,,,材質:亞克力纖維100%內裡:無 產地:中國商品描述:附口袋/排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,套裝,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=03&pp3=06&yano=2340729055&yacolor=011,https://photo.airspaceonline.com/photo/2340729055/2340729055-011-01.jpg,new,available for order,1080 TWD,1080 TWD,,,Airspace,,,,,綠,,,服飾,CA,洋裝/連身褲,,,針織
2331829012,質感織紋針織上衣,,,,,,,,,,材質:聚酯纖維100%內裡:無商品描述:短版設計材質:20%人造棉 80%滌綸內裡:無 產地:中國商品描述:舒彈棉質/寬袖設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,針織/毛衣,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=01&pp3=07&yano=2331829012&yacolor=135,https://photo.airspaceonline.com/photo/2331829012/2331829012-135-01.jpg,new,available for order,790 TWD,790 TWD,,,Airspace,,,,,粉紫,,,服飾,OL,上身,,,針織
2340729014,知性前開衩針織長洋裝,,,,,,,,,,材質:嫘縈72% 聚酯纖維28%內裡:無 產地:中國商品描述:腰附鬆緊/前開衩設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,長洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=24&pp2=03&pp3=02&yano=2340729014&yacolor=006,https://photo.airspaceonline.com/photo/2340729014/2340729014-006-01.jpg,new,available for order,1280 TWD,1280 TWD,,,Airspace,,,,,杏,,,CHIC A SPACE,CA,洋裝/連身褲,,,針織
2340826012,菱格紋馬海毛外套,,,,,,,,,,材質:尼龍70% 嫘縈20% 聚酯纖維10%內裡:無 產地:中國商品描述:排釦設計商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,外套/罩衫,https://www.airspaceonline.com/PDContent.asp?pp1=08&pp2=01&pp3=05&yano=2340826012&yacolor=034,https://photo.airspaceonline.com/photo/2340826012/2340826012-034-01.jpg,new,available for order,1080 TWD,1080 TWD,,,Airspace,,,,,桃,,,AIR SPACE PLUS,A PLUS,上身,,,外套
2330724009,質感V領收腰短洋裝(附腰帶),,,,,,,,,,材質:95%聚酯纖維 5%彈性纖維內裡:有 產地:中國商品描述:附腰帶及口袋商品平量尺寸表身形尺寸對照表※ 顏色請參考單品圖片較為接近，但因圖檔顏色會因個人電腦螢幕設定差異略有不同，請以實際商品顏色為準。※ 請將深色衣物與淺色衣物分開洗滌。,,洋裝,https://www.airspaceonline.com/PDContent.asp?pp1=02&pp2=03&pp3=05&yano=2330724009&yacolor=020,https://photo.airspaceonline.com/photo/2330724009/2330724009-020-01.jpg,new,available for order,1080 TWD,1080 TWD,,,Airspace,,,,,灰藍,,,服飾,CA,洋裝/連身褲,,,洋裝
